,benchmark,base,greedy1_ln,greedy2_ln,beam2dfs_ln,beam4dfs_ln,beam2bfs_ln,beam4bfs_ln,random_ln,policy,benchmark,base,greedy1_ln,greedy2_ln,beam2dfs_ln,beam4dfs_ln,beam2bfs_ln,beam4bfs_ln,random_ln,policy,benchmark,base,greedy1_ln,greedy2_ln,beam2dfs_ln,beam4dfs_ln,beam2bfs_ln,beam4bfs_ln,random_ln,policy
0,mm112_224_176,[23.33471441254809],[23.33471441254809],"[23.33471441254809, 23.15598803258786, 23.15598803258786, 26.210431964288894, 26.210431964288894, 26.252663622526633, 26.845625832183224]","[23.33471441254809, 23.175312490978897, 23.347114451667824]","[23.33471441254809, 17.471097728414794, 17.471097728414794, 23.33471441254809, 17.471097728414794, 23.33471441254809, 7.243700194811853, 7.243700194811853, 7.243700194811853, 7.2275569465269, 27.890522060449104]","[23.33471441254809, 23.175312490978897, 23.347114451667824]","[23.33471441254809, 23.15598803258786, 23.15598803258786, 26.210431964288894, 26.210431964288894, 24.01104984393183, 22.500505759543824, 61.31344858709991]","[23.33471441254809, 23.33471441254809, 23.33471441254809, 15.326632939073388, 23.42067421809319, 42.84468939820295, 42.84468939820295, 42.76688088100692, 42.76688088100692, 44.527351293570725]","[23.33471441254809, 23.33471441254809, 23.15598803258786, 23.15598803258786, 26.210431964288894, 26.210431964288894, 24.01104984393183, 22.500505759543824, 61.31344858709991, 83.2035576660354, 82.5888316327962]",mm112_224_176,[0.0007212162017822266],"[nan, 0.4488253593444824]","[nan, 1.6238045692443848, 1.9670913219451904, 2.540353536605835, 3.328681468963623, 5.2557127475738525, 6.162147283554077, 6.162147283554077]","[nan, 2.553994655609131, 2.912100315093994, 3.0861194133758545, 3.1726255416870117, 3.216081380844116, 3.238429546356201, 3.2487032413482666, 3.2544453144073486, 3.2567596435546875, 3.2582836151123047]","[nan, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875, 60.19989013671875]","[nan, 0.004639625549316406, 0.01140737533569336, 0.01817154884338379, 0.021826744079589844, 0.024129390716552734, 0.025876760482788086]","[nan, 0.011048316955566406, 0.03670525550842285, 0.10256314277648926, 0.2745983600616455, 0.7038133144378662, 61.51086759567261, 61.51086759567261]","[nan, 59.9266300201416, 59.92710757255554, 59.92781352996826, 59.92844843864441, 59.929102182388306, 59.92998266220093, 59.930877685546875, 60.042078733444214, 60.042078733444214, 60.042078733444214]","[nan, 0.018387556076049805, 0.026906251907348633, 0.035099029541015625, 0.04311347007751465, 0.05171012878417969, 0.059728145599365234, 0.06754064559936523, 0.07580924034118652, 0.20415091514587402, 0.3401222229003906]",mm112_224_176,[],[''],"['', 'split_4', 'swap_down', 'swap_down', 'up', 'split_16', 'swap_up']","['', 'split_8', 'split_8']","['', 'swap_down', 'up', 'swap_down', 'swap_up', 'swap_down', 'swap_down', 'up', 'up', 'swap_down', 'split_8']","['', 'split_8', 'split_8']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up']","['', 'down', 'down', 'split_8', 'split_8', 'swap_up', 'up', 'split_16', 'down', 'swap_down']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'swap_up', 'split_8', 'swap_up']"
0,mm112_240_192,[17.145704736782655],"[17.145704736782655, 17.263478311771934]","[17.145704736782655, 17.140949784034316, 17.140949784034316, 21.384336815238065, 21.384336815238065, 21.64982056224529, 22.273455066484253]","[17.145704736782655, 17.263478311771934]","[17.145704736782655, 17.263478311771934, 17.263478311771934, 17.145704736782655, 17.145704736782655, 17.140010494643082, 17.140010494643082, 22.32191206110568, 22.32191206110568, 22.32191206110568, 35.839875555987646]","[17.145704736782655, 17.263478311771934]","[17.145704736782655, 17.140010494643082, 17.229331152247575, 17.229331152247575, 17.229331152247575, 35.839875555987646]","[17.145704736782655, 17.145704736782655, 17.145704736782655, 14.687897545357522, 19.97584765443567, 43.29718914248082, 44.70550529046677]","[17.145704736782655, 17.145704736782655, 17.140949784034316, 17.140949784034316, 21.384336815238065, 21.384336815238065, 21.068496617828963, 22.76765212557818, 77.99546622336406, 83.7702589740052, 83.59183673469389]",mm112_240_192,[0.0007951259613037109],"[nan, 0.4521176815032959, 0.8183295726776123]","[nan, 1.1443772315979004, 1.4905569553375244, 2.071384906768799, 2.863945245742798, 4.796505928039551, 5.936823844909668, 6.280139207839966, 6.280139207839966]","[nan, 2.561704158782959, 2.911825656890869, 3.083658456802368, 3.169234037399292, 3.2117059230804443, 3.2341511249542236, 3.244600296020508, 3.2503859996795654, 3.252843141555786, 3.2546191215515137]","[nan, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304, 60.034242391586304]","[nan, 0.004681587219238281, 0.01078486442565918, 0.017678260803222656, 0.021373748779296875, 0.023591995239257812, 0.025408506393432617]","[nan, 0.011115312576293945, 0.03703880310058594, 0.10301446914672852, 0.27109241485595703, 0.6907169818878174, 61.43180847167969, 61.43180847167969]","[nan, 59.892404079437256, 59.893027782440186, 59.89379072189331, 59.89447617530823, 59.895153284072876, 59.89581298828125, 59.896472692489624, 59.89700627326965, 59.89763808250427, 59.89858388900757]","[nan, 0.01254725456237793, 0.020311594009399414, 0.02763199806213379, 0.034955739974975586, 0.04242539405822754, 0.05016922950744629, 0.057787418365478516, 0.18610501289367676, 0.3147130012512207, 0.45052051544189453]",mm112_240_192,[],"['', 'swap_down']","['', 'split_4', 'swap_down', 'swap_down', 'up', 'split_16', 'swap_up']","['', 'swap_down']","['', 'swap_down', 'up', 'swap_down', 'up', 'split_16', 'swap_down', 'swap_down', 'up', 'up', 'split_4']","['', 'swap_down']","['', 'split_16', 'split_4', 'swap_down', 'swap_down', 'swap_down']","['', 'down', 'down', 'split_8', 'split_8', 'swap_up', 'swap_up']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'swap_up', 'split_8', 'split_4']"
0,mm128_208_64,[21.026901623969593],[21.026901623969593],"[21.026901623969593, 20.908601193945607, 20.908601193945607, 22.13680121601081, 22.13680121601081, 22.13680121601081, 22.59068099408033]","[21.026901623969593, 20.908601193945607, 21.25575854347677]","[21.026901623969593, 17.367607787177658, 17.367607787177658, 21.026901623969593, 17.367607787177658, 21.026901623969593, 7.0841776598884945, 7.0841776598884945, 21.026901623969593, 19.984705965142737, 44.75385767003296]","[21.026901623969593, 20.908601193945607, 21.25575854347677]","[21.026901623969593, 20.93480357526799, 20.93480357526799, 22.361658289478868, 22.361658289478868, 21.25456541263347, 21.630278449517935, 67.05505489748533]","[21.026901623969593, 20.941493120633183, 20.941493120633183, 21.218833667484404, 21.218833667484404, 22.370612523549763, 22.370612523549763, 13.116734857261624, 21.42157072275373, 71.45434340469252]","[21.026901623969593, 21.026901623969593, 20.93480357526799, 20.93480357526799, 22.361658289478868, 22.361658289478868, 21.25456541263347, 21.630278449517935, 67.05505489748533, 84.97798169712989, 84.80035832483141]",mm128_208_64,[0.0008449554443359375],"[nan, 0.44434070587158203]","[nan, 1.787672519683838, 2.240591049194336, 3.0298218727111816, 4.038867235183716, 5.726574897766113, 6.181272029876709, 6.181272029876709]","[nan, 2.08048415184021, 2.4445130825042725, 2.6148669719696045, 2.6997523307800293, 2.7426271438598633, 2.763803720474243, 2.7740049362182617, 2.7794346809387207, 2.781970262527466, 2.7835826873779297]","[nan, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579, 60.26367425918579]","[nan, 0.00493931770324707, 0.010471582412719727, 0.016749143600463867, 0.020372629165649414, 0.022372007369995117, 0.024120569229125977]","[nan, 0.01192617416381836, 0.0424652099609375, 0.11650705337524414, 0.30469179153442383, 0.7632162570953369, 61.63301682472229, 61.63301682472229]","[nan, 59.89650058746338, 59.89721488952637, 59.89761471748352, 59.898425579071045, 59.899171590805054, 59.899734020233154, 59.90037512779236, 59.901395082473755, 59.902363300323486, 59.90321111679077]","[nan, 0.012300968170166016, 0.019971370697021484, 0.02729320526123047, 0.034740447998046875, 0.04222559928894043, 0.04978370666503906, 0.057279348373413086, 0.06485795974731445, 0.18624424934387207, 0.310305118560791]",mm128_208_64,[],[''],"['', 'split_8', 'swap_down', 'swap_down', 'up', 'up', 'split_8']","['', 'split_8', 'split_8']","['', 'swap_down', 'up', 'swap_down', 'swap_up', 'swap_down', 'swap_down', 'up', 'swap_down', 'split_16', 'swap_up']","['', 'split_8', 'split_8']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up']","['', 'split_16', 'down', 'split_4', 'swap_down', 'swap_down', 'down', 'split_8', 'swap_up', 'swap_up']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'swap_up', 'split_4', 'split_4']"
0,mm144_160_96,[28.92031302096613],[28.92031302096613],[28.92031302096613],[28.92031302096613],"[28.92031302096613, 17.31612034478169, 17.31612034478169, 28.92031302096613, 17.31612034478169, 28.92031302096613, 7.434256520570045, 7.434256520570045, 28.92031302096613, 25.347696539078616, 43.69109818368576]",[28.92031302096613],"[28.92031302096613, 28.873876520002344, 28.873876520002344, 33.73455754506909, 33.73455754506909, 26.687097688841163, 37.94121430960693, 82.98808742144264]","[28.92031302096613, 28.91483103470815, 28.91483103470815, 35.36256445101723, 35.36256445101723, 14.959925871316393, 37.04056000267944, 76.05267682151084]","[28.92031302096613, 28.92031302096613, 28.873876520002344, 28.873876520002344, 33.73455754506909, 33.73455754506909, 26.687097688841163, 37.94121430960693, 82.98808742144264, 86.20301264688115, 86.26689288012636]",mm144_160_96,[0.0007886886596679688],"[nan, 0.333754301071167]","[nan, 1.4596304893493652, 1.685107707977295]","[nan, 2.434337615966797, 2.7968246936798096, 2.9682302474975586, 3.0537164211273193, 3.096937417984009, 3.1181647777557373, 3.1286489963531494, 3.1341159343719482, 3.1363766193389893, 3.1382803916931152]","[nan, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957, 60.15037727355957]","[nan, 0.005100727081298828, 0.011002779006958008, 0.017594099044799805, 0.02111530303955078, 0.02317500114440918, 0.02492690086364746]","[nan, 0.012533426284790039, 0.04297518730163574, 0.11930966377258301, 0.30787229537963867, 0.7644038200378418, 61.887431144714355, 61.887431144714355]","[nan, 59.93477392196655, 59.93545055389404, 59.93617224693298, 59.93670320510864, 59.93755078315735, 59.93795347213745, 59.938538789749146, 59.93890142440796, 59.939696073532104, 60.0511372089386]","[nan, 0.012947559356689453, 0.020828962326049805, 0.028359651565551758, 0.03575921058654785, 0.04339337348937988, 0.0511019229888916, 0.0591578483581543, 0.06682944297790527, 0.1899886131286621, 0.3170032501220703]",mm144_160_96,[],[''],[''],[''],"['', 'swap_down', 'up', 'swap_down', 'swap_up', 'swap_down', 'swap_down', 'up', 'swap_down', 'split_16', 'swap_up']",[''],"['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up']","['', 'split_8', 'down', 'swap_down', 'down', 'split_8', 'swap_up', 'swap_up']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'swap_up', 'split_4', 'swap_up']"
0,mm144_176_160,[20.730970383889815],[20.730970383889815],"[20.730970383889815, 20.657203332628637, 20.657203332628637, 21.680763925275617, 21.680763925275617, 21.680763925275617, 21.936091140719586]","[20.730970383889815, 20.66420363339873, 21.003278654560333]","[20.730970383889815, 17.29571108983231, 17.29571108983231, 20.730970383889815, 17.29571108983231, 20.730970383889815, 7.317763763982341, 7.317763763982341, 7.317763763982341, 7.337898287418388, 28.594275560068542]","[20.730970383889815, 20.66420363339873, 21.003278654560333]","[20.730970383889815, 20.63922431892504, 21.003441837096737, 21.003441837096737, 20.85105398338617, 20.85105398338617, 20.85105398338617, 34.31806737446101]","[20.730970383889815, 20.657203332628637, 20.657203332628637, 20.657203332628637, 20.657203332628637, 25.259145059565526, 43.049647272399135, 43.049647272399135, 63.65889842149468, 63.69139428589379]","[20.730970383889815, 20.730970383889815, 20.63922431892504, 20.63922431892504, 21.42270731745973, 21.42270731745973, 21.02729372843168, 22.64670648650007, 84.32452665398172, 85.32166265136293, 84.52666576339021]",mm144_176_160,[0.0007388591766357422],"[nan, 0.3375980854034424]","[nan, 1.8389191627502441, 2.18349027633667, 3.2463011741638184, 4.679058313369751, 6.162683010101318, 6.162908554077148]","[nan, 2.5768022537231445, 2.9376518726348877, 3.1109461784362793, 3.1959567070007324, 3.2408854961395264, 3.2626826763153076, 3.273181200027466, 3.27860164642334, 3.2808992862701416, 3.282585859298706]","[nan, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119, 60.20040988922119]","[nan, 0.005180835723876953, 0.011334419250488281, 0.018233299255371094, 0.02191948890686035, 0.024067401885986328, 0.025722265243530273]","[nan, 0.01311492919921875, 0.044535160064697266, 0.1215829849243164, 0.320112943649292, 0.8065996170043945, 61.91757893562317, 61.91757893562317]","[nan, 59.914788246154785, 59.91535210609436, 59.91605186462402, 59.91661071777344, 59.91731882095337, 59.918047189712524, 59.91888236999512, 60.0323429107666, 60.0323429107666, 60.0323429107666]","[nan, 0.017461776733398438, 0.02518916130065918, 0.03269076347351074, 0.04034090042114258, 0.04798007011413574, 0.05543112754821777, 0.0633394718170166, 0.19051146507263184, 0.31798887252807617, 0.45145273208618164]",mm144_176_160,[],[''],"['', 'split_16', 'down', 'swap_down', 'up', 'up', 'split_8']","['', 'split_8', 'split_8']","['', 'swap_down', 'up', 'swap_down', 'swap_up', 'swap_down', 'swap_down', 'up', 'up', 'swap_down', 'split_8']","['', 'split_8', 'split_8']","['', 'split_4', 'split_16', 'swap_down', 'split_8', 'swap_down', 'swap_down', 'swap_down']","['', 'split_16', 'down', 'down', 'down', 'split_16', 'swap_up', 'up', 'swap_down', 'split_16']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'swap_up', 'split_4', 'swap_up']"
0,mm160_144_80,[20.395923471024993],"[20.395923471024993, 20.570625031388282]","[20.395923471024993, 20.54815136870621, 20.54815136870621, 20.83112010216652, 20.83112010216652, 20.95903028097745, 20.95903028097745, 21.24224246719795, 21.247997048889296]","[20.395923471024993, 20.570625031388282]","[20.395923471024993, 17.171444275719438, 17.171444275719438, 20.395923471024993, 17.171444275719438, 20.395923471024993, 7.414693015537789, 7.414693015537789, 20.395923471024993, 25.04773229148972, 43.656000568437506]","[20.395923471024993, 20.570625031388282]","[20.395923471024993, 20.54815136870621, 20.54815136870621, 20.83112010216652, 20.83112010216652, 20.697902922433396, 22.328421129140697, 58.22684841496738]","[20.395923471024993, 20.395923471024993, 20.395923471024993, 25.04773229148972, 25.04773229148972, 43.656000568437506]","[20.395923471024993, 20.395923471024993, 20.54815136870621, 20.54815136870621, 20.83112010216652, 20.83112010216652, 20.697902922433396, 22.328421129140697, 58.22684841496738, 74.8598814068719, 75.1912211638485]",mm160_144_80,[0.0008280277252197266],"[nan, 0.4443678855895996, 0.7798810005187988]","[nan, 1.4685931205749512, 2.0348734855651855, 2.6003427505493164, 3.38017201423645, 5.067419767379761, 5.969361305236816, 6.423205852508545, 6.423407554626465]","[nan, 2.448885679244995, 2.8174283504486084, 2.9934165477752686, 3.0826621055603027, 3.1269710063934326, 3.1502156257629395, 3.1610701084136963, 3.1668667793273926, 3.1694931983947754, 3.1713767051696777]","[nan, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426, 60.06005787849426]","[nan, 0.00531315803527832, 0.011330366134643555, 0.01796865463256836, 0.021547555923461914, 0.023761987686157227, 0.02547907829284668]","[nan, 0.01240682601928711, 0.043889760971069336, 0.12102103233337402, 0.3107337951660156, 0.7804687023162842, 61.73020696640015, 61.73020696640015]","[nan, 59.828782081604004, 59.82950282096863, 59.83008337020874, 59.83052086830139, 59.831443548202515, 59.83195924758911, 59.832870960235596, 59.94563031196594, 59.94660949707031, 60.05937910079956]","[nan, 0.017697811126708984, 0.025790929794311523, 0.0328521728515625, 0.040283918380737305, 0.047873735427856445, 0.05535101890563965, 0.06320762634277344, 0.0711355209350586, 0.19300627708435059, 0.3179042339324951]",mm160_144_80,[],"['', 'split_8']","['', 'split_4', 'down', 'swap_down', 'up', 'split_16', 'down', 'swap_down', 'split_16']","['', 'split_8']","['', 'swap_down', 'up', 'swap_down', 'swap_up', 'swap_down', 'swap_down', 'up', 'swap_down', 'split_16', 'swap_up']","['', 'split_8']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up']","['', 'down', 'down', 'split_16', 'up', 'swap_down']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'swap_up', 'split_4', 'split_8']"
0,mm176_256_160,[21.911832424767894],"[21.911832424767894, 21.95607846242639, 22.060321190755975]","[21.911832424767894, 21.95607846242639, 21.95607846242639, 26.731731917323625, 26.765874341895195]","[21.911832424767894, 21.90720458993278, 22.049761348012865]","[21.911832424767894, 14.992258428122962, 14.992258428122962, 21.911832424767894, 21.911832424767894, 14.992258428122962, 21.911832424767894, 21.883397181764643, 21.883397181764643, 28.09169110268975]","[21.911832424767894, 21.90720458993278, 22.049761348012865]","[21.911832424767894, 21.95607846242639, 21.95607846242639, 26.731731917323625, 26.731731917323625, 23.04404252734677, 36.94449071001566]","[21.911832424767894, 21.911832424767894, 21.911832424767894, 26.130781499202552, 28.56068634772601, 44.86169279308993]","[21.911832424767894, 21.911832424767894, 21.95607846242639, 21.95607846242639, 26.731731917323625, 26.731731917323625, 23.04404252734677, 36.94449071001566, 71.41013258842118, 71.41013258842118, 74.31457847968167]",mm176_256_160,[0.0007123947143554688],"[nan, 0.45552802085876465, 0.8006975650787354, 0.8015141487121582]","[nan, 1.746110200881958, 2.329003095626831, 2.923478364944458, 3.7243921756744385, 3.8422956466674805, 4.183448553085327]","[nan, 2.6205410957336426, 2.9828097820281982, 3.156938076019287, 3.2440385818481445, 3.286738157272339, 3.3092522621154785, 3.3197312355041504, 3.325352907180786, 3.327765941619873, 3.329263925552368]","[nan, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585, 60.14169454574585]","[nan, 0.0047512054443359375, 0.010853767395019531, 0.017496585845947266, 0.021426677703857422, 0.023527145385742188, 0.025243043899536133]","[nan, 0.012674808502197266, 0.04395151138305664, 0.12086963653564453, 4.899678707122803, 17.612694025039673, 61.28061056137085, 61.28061056137085]","[nan, 59.99722766876221, 59.9979727268219, 59.99866509437561, 59.99906325340271, 59.99980354309082, 60.000781774520874, 60.000781774520874, 60.000781774520874, 60.000781774520874, 60.000781774520874]","[nan, 0.016983747482299805, 0.02477884292602539, 0.03212118148803711, 0.03919649124145508, 0.04667830467224121, 0.05408358573913574, 0.06164145469665527, 0.1883389949798584, 0.19607210159301758, 0.32868242263793945]",mm176_256_160,[],"['', 'split_4', 'split_16']","['', 'split_4', 'down', 'swap_down', 'split_4']","['', 'split_8', 'split_8']","['', 'swap_down', 'up', 'swap_down', 'up', 'swap_down', 'swap_up', 'split_16', 'swap_down', 'swap_down']","['', 'split_8', 'split_8']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up']","['', 'down', 'down', 'split_16', 'split_4', 'swap_up']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'down', 'split_16', 'swap_up']"
0,mm208_112_208,[46.70494513173684],[46.70494513173684],"[46.70494513173684, 46.70494513173684, 47.17970488148036, 47.00373463706118, 88.14530901814543]",[46.70494513173684],"[46.70494513173684, 16.936830754657954, 16.936830754657954, 46.70494513173684, 46.70494513173684, 16.936830754657954, 16.936830754657954, 46.70494513173684, 47.15789473684211, 46.90182261670845, 86.95345081290601]",[46.70494513173684],"[46.70494513173684, 16.936830754657954, 16.936830754657954, 46.70494513173684, 47.15789473684211, 46.90182261670845, 86.95345081290601]","[46.70494513173684, 46.686495262044815, 46.686495262044815, 46.686495262044815, 47.12876949487188, 46.920897444587546, 79.77753813479094, 79.77753813479094, 88.18059890264874]","[46.70494513173684, 46.70494513173684, 46.70494513173684, 47.15789473684211, 46.90182261670845, 86.95345081290601, 86.95345081290601, 86.95345081290601, 86.95345081290601, 86.95345081290601, 86.95345081290601]",mm208_112_208,[0.0007965564727783203],"[nan, 0.4953775405883789]","[nan, 2.062342643737793, 4.34061598777771, 5.667792320251465, 6.238288640975952, 6.238288640975952]","[nan, 2.2058887481689453, 2.5723209381103516, 2.743668556213379, 2.829615592956543, 2.872511625289917, 2.893770933151245, 2.9039018154144287, 2.9098758697509766, 2.9120566844940186, 2.9136593341827393]","[nan, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215, 60.28912925720215]","[nan, 0.004841327667236328, 0.010633230209350586, 0.01720881462097168, 0.02079939842224121, 0.02270364761352539, 0.0243990421295166]","[nan, 0.01223134994506836, 0.04243946075439453, 0.11900639533996582, 0.31087708473205566, 0.7816119194030762, 61.58078193664551, 61.58078193664551]","[nan, 59.87786531448364, 59.87859296798706, 59.879170656204224, 59.87976312637329, 59.880337953567505, 59.8810133934021, 59.88178300857544, 59.88241720199585, 60.014071464538574, 60.014071464538574]","[nan, 0.012752294540405273, 0.020461082458496094, 0.028017282485961914, 0.035703420639038086, 0.04331064224243164, 0.05045270919799805, 0.05799603462219238, 0.06544089317321777, 0.07305622100830078, 0.08048653602600098]",mm208_112_208,[],[''],"['', 'down', 'split_16', 'split_4', 'swap_up']",[''],"['', 'swap_down', 'up', 'swap_down', 'up', 'swap_down', 'up', 'swap_down', 'split_8', 'split_8', 'swap_up']",[''],"['', 'swap_down', 'up', 'swap_down', 'split_8', 'split_8', 'swap_up']","['', 'split_8', 'swap_down', 'down', 'split_16', 'split_4', 'swap_up', 'up', 'swap_down']","['', 'down', 'split_8', 'split_8', 'swap_up', 'split_4', 'split_4', 'split_4', 'split_4', 'split_4', 'split_4']"
0,mm208_144_256,[19.388417589808814],"[19.388417589808814, 19.831580417518555, 19.846106660006182]","[19.388417589808814, 19.359438080546166, 19.359438080546166, 31.429686347165976]","[19.388417589808814, 19.831580417518555]","[19.388417589808814, 16.090654982246733, 16.090654982246733, 19.388417589808814, 19.388417589808814, 19.359438080546166, 19.359438080546166, 31.429686347165976, 31.429686347165976, 25.736665889077784, 38.09238794291888]","[19.388417589808814, 19.831580417518555]","[19.388417589808814, 19.359438080546166, 19.359438080546166, 31.429686347165976, 31.429686347165976, 25.736665889077784, 38.09238794291888]","[19.388417589808814, 19.785601486298187, 19.488873158711417, 19.488873158711417, 19.488873158711417, 34.72278915800413, 34.72278915800413, 17.922501203760408, 34.55465275055093, 40.23007767718715]","[19.388417589808814, 19.388417589808814, 19.359438080546166, 19.359438080546166, 31.429686347165976, 31.429686347165976, 25.736665889077784, 38.09238794291888, 55.84884991332469, 55.84884991332469, 55.84884991332469]",mm208_144_256,[0.0007295608520507812],"[nan, 0.46338963508605957, 0.8124117851257324, 0.8135058879852295]","[nan, 1.5974183082580566, 2.183284044265747, 2.7720718383789062, 3.5739951133728027, 3.575462818145752]","[nan, 2.812232494354248, 3.171027421951294, 3.3413426876068115, 3.4283013343811035, 3.470975160598755, 3.4922871589660645, 3.502596378326416, 3.50817608833313, 3.5106565952301025, 3.512054204940796]","[nan, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743, 60.04248929023743]","[nan, 0.004959583282470703, 0.010982513427734375, 0.01760268211364746, 0.02197408676147461, 0.025815963745117188, 0.028111696243286133, 0.029436111450195312]","[nan, 0.012219667434692383, 0.04270195960998535, 0.11883044242858887, 2.2784976959228516, 7.442094802856445, 61.341702461242676, 61.341702461242676]","[nan, 59.959293603897095, 59.95993781089783, 59.96049094200134, 59.9612922668457, 59.96197772026062, 59.96256113052368, 59.96330642700195, 59.96435260772705, 60.081953287124634, 60.081953287124634]","[nan, 0.012898683547973633, 0.020771026611328125, 0.02821516990661621, 0.03604292869567871, 0.043727874755859375, 0.05142474174499512, 0.05923032760620117, 0.19259858131408691, 0.2002871036529541, 0.2082374095916748]",mm208_144_256,[],"['', 'split_8', 'split_4']","['', 'split_4', 'swap_down', 'swap_down']","['', 'split_8']","['', 'swap_down', 'up', 'swap_down', 'up', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up']","['', 'split_8']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up']","['', 'split_16', 'split_8', 'swap_down', 'swap_down', 'swap_down', 'down', 'split_8', 'split_8', 'swap_up']","['', 'split_4', 'swap_down', 'swap_down', 'down', 'split_16', 'swap_up', 'swap_up', 'down', 'down', 'down']"
