,benchmark,reward_base_ln,reward_base_cost,reward_greedy_ln,reward_greedy_cost,reward_greedy2_ln,reward_greedy2_cost,reward_brute_force_ln,reward_brute_force_cost,reward_random,benchmark,time_base_ln,time_base_cost,time_greedy_ln,time_greedy_cost,time_greedy2_ln,time_greedy2_cost,time_brute_force_ln,time_brute_force_cost,time_random
0,benchmark://loop_tool_test-v0/mm_127x127x127_36_40_20,13.749152183532715,9.210817337036133,17.750362396240234,12.568540573120117,37.9875373840332,11.87699031829834,0,0,13.121702194213867,benchmark://loop_tool_test-v0/mm_127x127x127_36_40_20,0.0021059513092041016,0.009398221969604492,0.07258176803588867,0.043065786361694336,0.9145030975341797,0.5174808502197266,0,0,0.3861885070800781
