,benchmark,base,greedy1_ln,greedy1_policy,greedy2_ln,greedy2_policy,bruteforce_ln,bruteforce_policy,policy_ln,benchmark,base,greedy1_ln,greedy1_policy,greedy2_ln,greedy2_policy,bruteforce_ln,bruteforce_policy,policy_ln,benchmark,base,greedy1_ln,greedy1_policy,greedy2_ln,greedy2_policy,bruteforce_ln,bruteforce_policy,policy_ln
0,benchmark://mm128_128_128-v0/012,20.2417049407959,27.20641326904297,0.5756367444992065,15.084928512573242,0.5766804218292236,22.250595092773438,0.5716015100479126,22.248825073242188,benchmark://mm128_128_128-v0/012,0.027541160583496094,0.23250603675842285,0.005654573440551758,0.8823525905609131,0.015285253524780273,0.0033752918243408203,0.006143093109130859,0.004260540008544922,benchmark://mm128_128_128-v0/012,,"['down', 'up']","['swap_down', 'swap_down']","['swap_down', 'up']","['swap_down', 'swap_down']","['swap_down', 'swap_up']","['swap_down', 'swap_down']",['down']
0,benchmark://mm128_128_128-v0/120,0.5798237323760986,17.314163208007812,2.7126564979553223,17.230587005615234,2.8262133598327637,16.74921226501465,2.714468240737915,0.574543833732605,benchmark://mm128_128_128-v0/120,0.8722031116485596,1.8099493980407715,0.00474238395690918,0.18966293334960938,0.014548063278198242,0.0029289722442626953,0.006106376647949219,0.0038907527923583984,benchmark://mm128_128_128-v0/120,,"['down', 'swap_down']","['swap_down', 'swap_down']","['down', 'swap_down']","['swap_down', 'swap_down']","['down', 'swap_down']","['swap_down', 'swap_down']",['down']
0,benchmark://mm128_128_128-v0/021,2.973742961883545,27.390300750732422,0.5780927538871765,27.459518432617188,0.5708937048912048,27.122671127319336,0.5710706114768982,2.9976208209991455,benchmark://mm128_128_128-v0/021,0.17347002029418945,0.38826560974121094,0.004447221755981445,0.8869097232818604,0.014244794845581055,0.002912282943725586,0.005950927734375,0.003948211669921875,benchmark://mm128_128_128-v0/021,,"['down', 'swap_down']","['swap_down', 'swap_down']","['down', 'swap_down']","['swap_down', 'swap_down']","['down', 'swap_down']","['swap_down', 'swap_down']",['down']
0,benchmark://mm128_128_128-v0/102,17.170909881591797,27.447118759155273,2.8355085849761963,27.451969146728516,2.989821434020996,26.963306427001953,3.0198333263397217,27.00358009338379,benchmark://mm128_128_128-v0/102,0.03165125846862793,0.22694659233093262,0.0044176578521728516,0.8711891174316406,0.014469146728515625,0.0029282569885253906,0.0059583187103271484,0.003625154495239258,benchmark://mm128_128_128-v0/102,,"['swap_down', 'up']","['swap_down', 'swap_down']","['swap_down', 'up']","['swap_down', 'swap_down']","['swap_down', 'up']","['swap_down', 'swap_down']",['swap_down']
